,code,expression,relation
1113440,W81,"proteinúria com hipertensão preexistente complicando a gravidez, o parto ou o pós-parto",ciap_to_text
1113459,D79,corpo estranho no cólon,ciap_to_text
1113466,S99,dermatite gangrenosa,ciap_to_text
1113593,F81,irregularidade congênita do limbo da córnea,ciap_to_text
1113622,D70,diarréia por organismo flagelado,ciap_to_text
1113645,P75,surdez mudez histérica,ciap_to_text
1113658,R99,obstrução das vias aéreas com alveolite alérgica,ciap_to_text
1113721,S99,granuloma devido ao berílio,ciap_to_text
1113848,W99,degeneração gordurosa do fígado durante a gravidez,ciap_to_text
1113885,H80,agenesia congênita do órgão de Corti,ciap_to_text
1113894,Y99,bubão inguinal tropical,ciap_to_text
1113965,A89,dor por um transplante de córneas,ciap_to_text
1114012,Y84,amastia,ciap_to_text
1114023,S24,S24,ciap_to_text
1114025,A87,falha de um transplante pulmonar,ciap_to_text
1114088,S14,corrosão de segundo grau do lábio,ciap_to_text
1114111,P16,intoxicação no álcool metílico,ciap_to_text
1114118,N99,degeneração cerebral,ciap_to_text
1114203,P80,síndrome de Munchhausen,ciap_to_text
1114228,L87,bursite pré-patelar do empregado de casa,ciap_to_text
1114277,Y99,atrofia de corpos cavernosos,ciap_to_text
1114348,T99,hipoparatireodismo familiar,ciap_to_text
1114351,T99,CID-10 E20.8,ciap_to_cid
1114352,T99,CID-10 E208,ciap_to_cid
1114455,A70,tuberculose dos tecidos subcutâneos,ciap_to_text
1114476,A99,conselho relativo ao abuso de drogas,ciap_to_text
1114561,N06,hemihipoalgesia,ciap_to_text
1114574,Z03,conflito com locatários,ciap_to_text
1114591,W84,lesão fetal pelo citomegalovírus durante a gravidez,ciap_to_text
1114646,A99,exame de Papanicolau por suspeita de um tumor maligno,ciap_to_text
1114731,A82,enfisema traumático palpebral,ciap_to_text
1114770,A78,peste fulminante,ciap_to_text
1114927,D81,resistência do canal onfalo-entérico,ciap_to_text
1114956,A80,Lesão traumática/acidente NE,ciap_to_text
1114958,L70,abscesso tuberculoso da articulação esternoclavicular,ciap_to_text
1114987,Y70,tabes sifilítica tardia,ciap_to_text
1115002,S80,reação fototóxica devido a drogas ou aos medicamentos,ciap_to_text
1115005,S80,CID-10 L56.0,ciap_to_cid
1115006,S80,CID-10 L560,ciap_to_cid
1115017,W14,W14,ciap_to_text
1115019,F85,sífilis da córnea,ciap_to_text
1115028,S83,epidermólise bulhosa distrófica de origem congênita,ciap_to_text
1115031,S83,CID-10 Q81.2,ciap_to_cid
1115032,S83,CID-10 Q812,ciap_to_cid
1115041,U80,ruptura do ureter,ciap_to_text
1115062,N99,miopatia no decurso de uma hiperparatireoidismo,ciap_to_text
1115147,D26,medo de ter um câncer digestivo não-diagnosticado,ciap_to_text
1115149,D26,Medo de câncer no aparelho digestivo,ciap_to_ciap_title
1115150,D26,CID-10 Z71.1,ciap_to_cid
1115151,D26,CID-10 Z711,ciap_to_cid
1115152,D26,CID-10 Z71.1,ciap_to_other_cids
1115153,D26,CID-10 Z711,ciap_to_other_cids
1115154,X83,obstrução tubária congênita,ciap_to_text
1115169,R27,"medo de ter um comprometimento das vias respiratórias, não demonstrado",ciap_to_text
1115176,S76,framboésia com goma,ciap_to_text
1115201,L99,rarefação óssea,ciap_to_text
1115332,A94,bebê nascido após o termo,ciap_to_text
1115451,D99,fístula do retossigmóide,ciap_to_text
1115548,T90,coma insulínico no curso de um diabetes,ciap_to_text
1115561,B70,Linfadenite aguda,ciap_to_text
1115563,S16,contusão cutânea da parte inferior da perna,ciap_to_text
1115624,-41,cintilografia da vesícula biliar,ciap_to_text
1115631,N99,miotônica congênita recessiva de Becker,ciap_to_text
1115716,P99,alteração psíquica,ciap_to_text
1115743,D70,intoxicação alimentar por Vibrio para-hemolítico,ciap_to_text
1115746,D70,CID-10 A05.3,ciap_to_cid
1115747,D70,CID-10 A053,ciap_to_cid
1115766,P15,bebidas alcoólicas excessivas contínua,ciap_to_text
1115791,A78,infecção por Cephalosporium falciforme,ciap_to_text
1115948,-39,avaliação global da inteligência,ciap_to_text
1115955,L81,ferida no dorso,ciap_to_text
1116076,B90,doença do HIV originando uma infecção parasitária,ciap_to_text
1116095,-41,cintilografia da tireóide com Tl-201,ciap_to_text
1116102,A86,acrodinia (doença de Swift),ciap_to_text
1116141,L82,anomalia morfológica congênita da tíbia,ciap_to_text
1116176,K84,fenômeno de Wenckebach,ciap_to_text
1116215,W71,infecção das vias urinárias complicando a gravidez,ciap_to_text
1116236,R80,etmoidite causada por influenza identificado,ciap_to_text
1116249,D93,intestino irritável,ciap_to_text
1116256,R82,fibrose pleural,ciap_to_text
1116269,S15,múltiplos corpos estranhos superficiais ao nível do tornozelo e do pé ,ciap_to_text
1116272,S15,CID-10 S90.7,ciap_to_cid
1116273,S15,CID-10 S907,ciap_to_cid
1116348,D87,obstrução gástrica devido a um espasmo do piloro,ciap_to_text
1116373,A81,lesões traumáticas múltiplas com dano à tireóide,ciap_to_text
1116432,D70,disenteria bacilar por Shiga-Kruse,ciap_to_text
1116455,A94,doença cutânea do feto ou recém-nascido,ciap_to_text
1116458,A94,CID-10 P83.9,ciap_to_cid
1116459,A94,CID-10 P839,ciap_to_cid
1116574,P70,demência na doença ligada ao vírus da imunodeficiência humana,ciap_to_text
1116589,U88,síndrome nefrítica com outras lesões de nefrite proliferativa verificadas,ciap_to_text
1116616,X99,pólipo do endométrio,ciap_to_text
1116707,P11,transtorno de ruminação em uma criança,ciap_to_text
1116716,N94,síndrome do desfiladeiro torácico,ciap_to_text
1116755,T99,deficiência paratireoidiana,ciap_to_text
1116862,B74,sarcoma de Kaposi com dano ganglionar linfático múltiplo,ciap_to_text
1116865,B74,CID-10 C46.3,ciap_to_cid
1116866,B74,CID-10 C463,ciap_to_cid
1116879,A78,infecção por Mycobacterium species,ciap_to_text
1117036,-58,terapia comportamental,ciap_to_text
1117043,D99,peritonite sifilítica congênita precoce,ciap_to_text
1117140,A88,geladura da parede tecidual com necrose tecidual,ciap_to_text
1117179,L18,miosite intersticial,ciap_to_text
1117182,L18,CID-10 M60.1,ciap_to_cid
1117183,L18,CID-10 M601,ciap_to_cid
1117202,K91,endarterite cerebral tuberculosa,ciap_to_text
1117233,N94,polineuropatia no decurso da lepra,ciap_to_text
1117311,Y02,dor testicular,ciap_to_text
1117320,L88,poliartrite reumatóide,ciap_to_text
1117333,L82,hipertolorismo congênito,ciap_to_text
1117336,L82,CID-10 Q75.2,ciap_to_cid
1117337,L82,CID-10 Q752,ciap_to_cid
1117368,F99,deslocamento do glóbulo ocular,ciap_to_text
1117489,L72,fratura das diáfises do rádio e do cúbito,ciap_to_text
1117492,L72,CID-10 S52.4,ciap_to_cid
1117493,L72,CID-10 S524,ciap_to_cid
1117496,Z28,incapacidade de trabalho secundária a um problema social,ciap_to_text
1117505,N85,aplasia congênita do encéfalo,ciap_to_text
1117526,S77,melanoma maligno da região glútea ,ciap_to_text
1117537,D70,diarréia amebiana,ciap_to_text
1117560,K84,enfraquecimento cardíaco,ciap_to_text
1117599,L83,entesopatia da coluna vertebral cervical,ciap_to_text
1117602,L83,CID-10 M46.0,ciap_to_cid
1117603,L83,CID-10 M460,ciap_to_cid
1117638,H71,otite média purulenta,ciap_to_text
1117657,A88,complicação secundária a uma imersão,ciap_to_text
1117696,-40,-40,ciap_to_text
1117698,N88,epilepsia senil,ciap_to_text
1117707,P80,personalidade psicopática,ciap_to_text
1117732,U70,nefrite tubulo-intersticial crônica não obstrutiva no refluxo,ciap_to_text
1117747,S83,eritrodermia ictiosiforme bulhosa congênita,ciap_to_text
1117760,T93,hipercolesterolemia primária,ciap_to_text
1117767,A91,massa pulmonar detectada em diagnóstico por imagem,ciap_to_text
1117806,S74,pitiríase versicolor,ciap_to_text
1117815,P19,transtorno do humor ligado a fenciclidina ou substância aparente,ciap_to_text
1117836,D96,infestação pelo trematódeo pulmonar oriental,ciap_to_text
1117879,T90,neurite ou polineuropatia no curso de um diabetes de outro tipo especificado,ciap_to_text
1117892,K80,batimento atrial prematuro,ciap_to_text
1117899,P19,uso abusivo de cocaína,ciap_to_text
1117902,P19,CID-10 F14.1,ciap_to_cid
1117903,P19,CID-10 F141,ciap_to_cid
1117920,A70,fístula pneumo-peritoneal tuberculosa confirmada por via bacteriológica e histológica,ciap_to_text
1117941,B79,baço aberrante de origem congênita,ciap_to_text
1117956,L84,deterioração de um disco intervertebral lombo-sacra,ciap_to_text
1118005,A81,decapitação em nível cervical,ciap_to_text
1118183,A91,resultados anormais quanto às secreções vaginais,ciap_to_text
1118222,W99,degeneração adiposa do fígado durante a gravidez,ciap_to_text
1118259,Z15,abandono pelo parceiro após um encarceramento,ciap_to_text
1118268,Y79,carcinoma não encapsulado esclerosante intraductal in situ da mama,ciap_to_text
1118289,N94,poliradiculoneurite aguda infecciosa,ciap_to_text
1118328,K73,doença congênita de Duroziez,ciap_to_text
1118353,F05,escotoma central,ciap_to_text
1118356,F05,CID-10 H53.4,ciap_to_cid
1118357,F05,CID-10 H534,ciap_to_cid
1118370,L94,calcâneo-apofisítico,ciap_to_text
1118383,S76,inflamação umbilical,ciap_to_text
1118408,N19,defeito de linguagem,ciap_to_text
1118415,Y99,hiperplasia dos órgãos genitais,ciap_to_text
1118486,-47,discussão entre o profissional e um neurofisiologista,ciap_to_text
1118493,A94,hipertensão limite neonatal,ciap_to_text
1118612,A87,obstrução intestinal secundária a uma intervenção cirúrgica,ciap_to_text
1118675,B83,diátese hemorrágica,ciap_to_text
1118690,-47,discussão com um oncologista,ciap_to_text
1118697,A99,pesquisa de drogas no sangue,ciap_to_text
1118782,W99,falha de uma tentativa de aborto,ciap_to_text
1118785,W99,CID-10 O07,ciap_to_cid
1118819,N99,encefalopatia tóxica,ciap_to_text
1118904,W93,"parto complicado por uma distócia devido a uma obstrução pela cabeça, com morte do recém-nascido",ciap_to_text
1118975,Y80,lesão traumática dos órgãos genitais internos,ciap_to_text
1119002,P99,transtorno de despersonalização,ciap_to_text
1119029,A94,morbidade perinatal devido a uma hemorragia em razão de uma intervenção ou uso de instrumentos,ciap_to_text
1119148,P80,transtorno de personalidade com agressividade,ciap_to_text
1119173,A89,complicação mecânica de uma prótese gastro-intestinal,ciap_to_text
1119220,Z04,transplante social,ciap_to_text
1119239,K91,trombose das artérias meníngeas anterior e posterior,ciap_to_text
1119270,Y99,hemorragia testicular,ciap_to_text
1119341,W84,gravidez complicada por uma cesariana anterior devido a uma retocele,ciap_to_text
1119396,K84,mediastinopericardite,ciap_to_text
1119435,K77,transtorno da função miocárdica,ciap_to_text
1119442,A94,problema neonatal transitório do metabolismo de aminoácidos,ciap_to_text
1119445,A94,CID-10 P74.8,ciap_to_cid
1119446,A94,CID-10 P748,ciap_to_cid
1119561,R75,sinusite,ciap_to_text
1119570,L70,artrite supurativa,ciap_to_text
1119599,L81,lesão traumática de um músculo no nível do pé,ciap_to_text
1119720,A86,ictiotoxismo devido a crustáceos,ciap_to_text
1119759,A89,trombose por uma prótese ou enxerto do tubo digestivo,ciap_to_text
1119806,W92,parto complicado por uma ruptura obstétrica da sínfise pubiana,ciap_to_text
1119875,L83,hiperostose da coluna cervical,ciap_to_text
1119914,B99,prolapso do baço,ciap_to_text
1119953,Y99,celulite do pênis,ciap_to_text
1120024,X12,sangramento uterino após a menopausa,ciap_to_text
1120031,U99,problema funcional renal,ciap_to_text
1120082,T99,doença de McArdle,ciap_to_text
1120189,K73,aneurisma congênito do cérebro,ciap_to_text
1120214,P23,transtorno agressivo do comportamento em adolescentes de forma solitária,ciap_to_text
1120217,P23,CID-10 F91.1,ciap_to_cid
1120218,P23,CID-10 F911,ciap_to_cid
1120229,X25,X25,ciap_to_text
1120231,A87,infecção após uma imunização ou vacinação,ciap_to_text
1120294,P22,onanismo em crianças,ciap_to_text
1120313,R99,afecção das vias aéreas aguda ou subaguda devido a irradiação,ciap_to_text
1120376,L86,L86,ciap_to_text
1120378,D81,anomalia congênita da oclusão da fenda branquial ou dos seios da face,ciap_to_text
1120407,U98,uricosúria,ciap_to_text
1120420,R78,bronquite aguda ou subaguda mucopurulenta,ciap_to_text
1120433,L98,deformação da mão adquirida,ciap_to_text
1120442,A87,perfuração e rompimento acidentais no curso de um procedimento de finalidade diagnóstica ou terapéutica,ciap_to_text
1120505,S74,infecção fúngica cutânea,ciap_to_text
1120514,H74,timpanite crônica,ciap_to_text
1120517,H74,CID-10 H73.1,ciap_to_cid
1120518,H74,CID-10 H731,ciap_to_cid
1120541,W84,"pelve de forma achatada e de tamanho desproporcional, complicando a gravidez",ciap_to_text
1120596,D96,edema migratório,ciap_to_text
1120639,X85,inflamação do colo uterino,ciap_to_text
1120652,R99,necrose da laringe,ciap_to_text
1120715,X21,galactorréia sem relação com um parto,ciap_to_text
1120718,X21,CID-10 N64.3,ciap_to_cid
1120719,X21,CID-10 N643,ciap_to_cid
1120732,N99,esclerose de Balo,ciap_to_text
1120817,A98,necessidade de vacinação profilática,ciap_to_text
1120850,D96,infestação do fígado por trematódeos do moleton,ciap_to_text
1120893,S80,dermatite ou eczema em decorrência do calor,ciap_to_text
1120908,P09,transtorno da preferência sexual,ciap_to_text
1120919,X82,ferimento no hímen,ciap_to_text
1120954,A78,doença de Splendore,ciap_to_text
1121111,B72,linfoma de células-B monocitóides,ciap_to_text
1121126,X83,anomalia congênita das células epiteliais endocervicais,ciap_to_text
1121141,P22,transtorno de ansiedade fóbica da infância,ciap_to_text
1121144,P22,CID-10 F93.1,ciap_to_cid
1121145,P22,CID-10 F931,ciap_to_cid
1121160,A70,tuberculose sem sinais clínicos,ciap_to_text
1121181,L82,anomalia congênita da tíbia,ciap_to_text
1121216,K82,dilatação da artéria pulmonar idiopática,ciap_to_text
1121225,S16,hematoma superficial do tornozelo,ciap_to_text
1121286,Z04,discriminação política,ciap_to_text
1121305,L80,luxação da coracóide,ciap_to_text
1121378,L70,piomiosite,ciap_to_text
1121407,A98,exame médico para um residente em uma instituição,ciap_to_text
1121410,A98,CID-10 Z10.1,ciap_to_cid
1121411,A98,CID-10 Z101,ciap_to_cid
1121440,B75,Neoplasia benigna NE,ciap_to_text
1121463,N73,cisto em abscesso do cérebro,ciap_to_text
1121482,W93,"parto complicado por uma distócia devido a anomalias do septo vaginal, com morte do recém-nascido",ciap_to_text
1121553,S03,epidermodisplasia verruciforme,ciap_to_text
1121555,S03,Verrugas,ciap_to_ciap_title
1121556,S03,CID-10 B07,ciap_to_cid
1121558,S03,CID-10 B07,ciap_to_other_cids
1121560,X86,hiperatividade epitelial do colo do útero,ciap_to_text
1121569,R81,pleuro-pneumonia-like-broncho-pneumonia organisms (PPLO),ciap_to_text
1121594,A82,sequela tardia secundária a uma contusão do pescoço,ciap_to_text
1121633,W17,hemorragia durante o pós-parto devido a uma retenção parcial da placenta,ciap_to_text
1121640,X71,gonorréia abcedada da parte inferior do sistema urogenital,ciap_to_text
1121649,N85,constrição congênita dos ligamentos meníngeos,ciap_to_text
1121670,S88,dermatite alérgica,ciap_to_text
1121697,D99,inflamação perianal,ciap_to_text
1121809,D06,dor inguinal,ciap_to_text
1121820,U88,febre russa hemorrágica,ciap_to_text
1121847,S83,unha córnea congênita,ciap_to_text
1121897,Y13,esterilização profilática,ciap_to_text
1121904,W93,"parto complicado por uma lesão vesical instrumental obstétrica, com morte do recém-nascido",ciap_to_text
1122102,K70,ulceração valvular,ciap_to_text
1122127,A81,lesão traumática de múltiplos órgãos pélvicos e intra-abdominais,ciap_to_text
1122130,A81,CID-10 S39.6,ciap_to_cid
1122131,A81,CID-10 S396,ciap_to_cid
1122186,P08,dispareunia não-orgânico,ciap_to_text
1122189,P08,CID-10 F52.6,ciap_to_cid
1122190,P08,CID-10 F526,ciap_to_cid
1122209,A70,tuberculose ganglionar traqueobronquial primária confirmada por via bacteriológica e histológica,ciap_to_text
1122230,A03,temperatura elevada,ciap_to_text
1122237,L82,hemivértebra com escoliose de origem congênita,ciap_to_text
1122272,Y13,interrupção dos canais deferentes,ciap_to_text
1122279,X99,vólvulo da trompa de Falópio,ciap_to_text
1122370,U99,uretrite gonocócica,ciap_to_text
1122421,A21,anamnese individual de tumor maligno do tecido hematopoiético,ciap_to_text
1122430,P74,preocupação anormal,ciap_to_text
1122445,S99,sífilis com leucodermia,ciap_to_text
1122572,K71,miocardite reumática aguda ativa com coréia,ciap_to_text
1122593,R88,lesão traumática superficial do septo nasal,ciap_to_text
1122618,H78,traumatismo da orelha externa,ciap_to_text
1122625,S99,atrofodermia macular e estriada,ciap_to_text
1122752,X83,agenesia do lábio genital,ciap_to_text
1122767,L82,dedo(s) bífide(s) de origem congênita,ciap_to_text
1122802,W15,hospitalização para retirada ou implantação de óvulo,ciap_to_text
1122825,K99,aorta sacular,ciap_to_text
1122866,R80,dor na garganta causada por vírus influenza identificado,ciap_to_text
1122879,X99,aderência do clitóris,ciap_to_text
1122970,S91,psoriase localizada,ciap_to_text
1122977,F85,ceratoconjuntivite infecciosa,ciap_to_text
1122986,K84,síndrome de Lown-Ganãog-Levine,ciap_to_text
1122989,K84,CID-10 I45.6,ciap_to_cid
1122990,K84,CID-10 I456,ciap_to_cid
1123025,B79,aplasia primária da linhagem vermelha,ciap_to_text
1123040,K76,"aneurisma cardíaco, sequela de um infarto do miocárdio",ciap_to_text
1123047,A80,lesão vascular pré-cerebral,ciap_to_text
1123050,A80,CID-10 S15,ciap_to_cid
1123104,D24,Massa abdominal NE,ciap_to_text
1123106,T99,deficiência parcial de hormônio do lobo anterior da hipófise,ciap_to_text
1123213,A78,bubão dos trópicos,ciap_to_text
1123370,A79,metástase cancerosa ou neoplásica,ciap_to_text
1123399,D82,cisto radicular,ciap_to_text
1123442,S14,queimadura do primeiro grau do joelho,ciap_to_text
1123465,K92,transtorno vasoespástico,ciap_to_text
1123478,R99,deformação adquirida dos anéis da traquéia,ciap_to_text
1123541,A79,metástase maligna na medula óssea de um tumor primário desconhecido,ciap_to_text
1123570,A94,tamanho excepcional do feto para a idade da gravidez,ciap_to_text
1123689,F99,cicatriz xeroftálmica da córnea,ciap_to_text
1123810,U88,síndrome nefrítica agudo com outra glomerulonefrite proliferativa verificada,ciap_to_text
1123837,D81,anomalia congênita do esôfago,ciap_to_text
1123840,D81,CID-10 Q39.9,ciap_to_cid
1123841,D81,CID-10 Q399,ciap_to_cid
1123866,N90,nevralgia ciliar,ciap_to_text
1123873,-54,"sutura de uma ou duas ferida(s), exceto na face e ressecção de tecidos necrosados ou hemostase",ciap_to_text
1123880,H99,doença da mastóide,ciap_to_text
1123915,S76,parangi,ciap_to_text
1123940,W92,parto complicado por uma retenção da placenta sem hemorragia,ciap_to_text
1124009,L16,rigidez do tornozelo,ciap_to_text
1124012,L16,CID-10 M25.6,ciap_to_cid
1124013,L16,CID-10 M256,ciap_to_cid
1124020,K71,reumatismo articular agudo inativo ou latente com endocardite das valvas mitral e aórtica,ciap_to_text
1124041,A79,múltiplas metástases malignas nas vias aéreas superiores,ciap_to_text
1124070,D81,fusão congênita do esôfago e da traquéia,ciap_to_text
1124099,A89,complicações mecânicas de uma prótese articular,ciap_to_text
1124146,S16,hematoma ao nível de uma extremidade,ciap_to_text
1124207,L94,doença de Calvé,ciap_to_text
1124220,H85,surdez secundária em um traumatismo sonoro,ciap_to_text
1124227,A99,diálise,ciap_to_text
1124312,N85,"oclusão incompleta do crânio, de origem congênita, com hidrocefalia e espinha bifida",ciap_to_text
1124333,R79,Bronquite crônica,ciap_to_text
1124335,N94,polineuropatia da doença de Lyme,ciap_to_text
1124374,D81,fístula congênita do pavilhão da orelha,ciap_to_text
1124403,N99,doença degenerativa de um gânglio da base,ciap_to_text
1124488,A98,Papanicolau,ciap_to_text
1124491,A98,CID-10 Z12.4,ciap_to_cid
1124492,A98,CID-10 Z124,ciap_to_cid
1124521,T99,pseudo-gota,ciap_to_text
1124524,T99,CID-10 M11.2,ciap_to_cid
1124525,T99,CID-10 M112,ciap_to_cid
1124628,S15,corpo estranho superficial do lábio e da cavidade bucal,ciap_to_text
1124631,S15,CID-10 S00.5,ciap_to_cid
1124632,S15,CID-10 S005,ciap_to_cid
1124707,R89,anomalia posicional congênita do nariz,ciap_to_text
1124722,W93,"parto complicado por uma lesão obstétrica do ligamento largo, com morte do recém-nascido",ciap_to_text
1124793,T99,pele bronzeada da doença de Addison,ciap_to_text
1124900,T90,acidose no curso de um diabetes por desnutrição,ciap_to_text
1124913,F91,defeito de refração,ciap_to_text
1124922,D81,cisto congênito da glândula salivar,ciap_to_text
1124951,S82,S82,ciap_to_text
1124953,A90,displasia oculodentodigital,ciap_to_text
1124990,N71,encefalite devido ao vírus da pólio,ciap_to_text
1125035,S16,hematoma do pescoço,ciap_to_text
1125111,X99,fístula útero-retal,ciap_to_text
1125202,N99,lesão múltipla de nervos cranianos,ciap_to_text
1125287,A99,informação sobre as drogas,ciap_to_text
1125372,A82,sequela tardia de uma ferida aberta em um membro inferior,ciap_to_text
1125375,A82,CID-10 T93.0,ciap_to_cid
1125376,A82,CID-10 T930,ciap_to_cid
1125411,A80,ferimento traumático abdominal,ciap_to_text
1125468,K84,pré-excitation da condução atrioventricular,ciap_to_text
1125507,X84,sífilis tardia da vagia,ciap_to_text
1125516,S88,dermatite irritativa,ciap_to_text
1125543,L83,espondiloartrose cervical,ciap_to_text
1125582,L88,espondilite rizomélica,ciap_to_text
1125595,W71,infecção do líquido amniótico ,ciap_to_text
1125616,X76,carcinoma mamário inflamatório do quadrante superior-externo da mama,ciap_to_text
1125623,W99,tentativa de aborto complicada por lesão química pélvica,ciap_to_text
1125660,P02,choque cultural,ciap_to_text
1125673,K99,doença vascular,ciap_to_text
1125714,S15,corpo estranho superficial do quadril e da coxa,ciap_to_text
1125717,S15,CID-10 S70.8,ciap_to_cid
1125718,S15,CID-10 S708,ciap_to_cid
1125793,-45,aconselhamento de cuidar da hidratação,ciap_to_text
1125800,P98,transtorno delirante agudo,ciap_to_text
1125803,P98,CID-10 F23.3,ciap_to_cid
1125804,P98,CID-10 F233,ciap_to_cid
1125811,W84,Assistência prestada à mãe por apresentação pélvica,ciap_to_text
1125866,L76,outra fratura torácica,ciap_to_text
1125869,L76,CID-10 S22.8,ciap_to_cid
1125870,L76,CID-10 S228,ciap_to_cid
1125903,K94,bloqueio da veia porta,ciap_to_text
1125918,D93,espasmo do sigmóide,ciap_to_text
1125925,-34,digitoxina,ciap_to_text
1125932,W70,septicemia do pós-parto,ciap_to_text
1125943,X76,carcinoma mamário lobular do quadrante inferior-interno da mama,ciap_to_text
1125950,S18,laceração do períneo,ciap_to_text
1125997,S99,doença da mácula branca ou líquen escleroso e atrofiante,ciap_to_text
1126124,W93,"parto complicado por um raquitismo pélvico causando uma desproporção feto-pélvica, com morte do recém-nascido",ciap_to_text
1126195,S17,"escoriação, arranhão ou bolha da região inguinal",ciap_to_text
1126264,P24,transtorno de habilidade na escrita,ciap_to_text
1126279,R95,enfisema panacinar,ciap_to_text
1126288,N29,nevralgia,ciap_to_text
1126291,N29,CID-10 M79.2,ciap_to_cid
1126292,N29,CID-10 M792,ciap_to_cid
1126313,F75,contusão da esclerótica,ciap_to_text
1126326,A80,lesão traumática de vaso(s) sanguíneo(s) ilíaco(s),ciap_to_text
1126383,D99,síndrome obstrutiva da alça gastrojejunal,ciap_to_text
1126480,U99,nefrite tuberculosa,ciap_to_text
1126531,-44,vacinação contra infecções por pneumococos,ciap_to_text
1126538,L82,síndrome congênita relacional curtos,ciap_to_text
1126573,T99,gangliosidose GM3,ciap_to_text
1126680,H80,malformação congênita da orelha,ciap_to_text
1126683,H80,CID-10 Q17.9,ciap_to_cid
1126684,H80,CID-10 Q179,ciap_to_cid
1126689,A94,morbidade perinatal devido a uma gravidez na tuba uterina,ciap_to_text
1126808,P99,situação de neurose com despersonalização,ciap_to_text
1126835,S99,eritema secundário a transpiração,ciap_to_text
1126962,D80,queimadura do estômago,ciap_to_text
1127007,X85,cicatriz no nível do colo,ciap_to_text
1127020,R96,asma idiossincrásica,ciap_to_text
1127029,A81,ferimentos traumáticos múltiplos no dorso,ciap_to_text
1127088,U88,glomerulopatia,ciap_to_text
1127115,D99,angiodisplasia,ciap_to_text
1127118,D99,CID-10 K55.2,ciap_to_cid
1127119,D99,CID-10 K552,ciap_to_cid
1127212,T99,homocistinemia,ciap_to_text
1127319,B77,lesão traumática de órgãos sanguíneos ou linfáticos,ciap_to_text
1127326,X83,atresia congênita dos órgãos genitais externos,ciap_to_text
1127341,A89,ajuste de uma prótese de braço,ciap_to_text
1127344,A89,CID-10 Z44.0,ciap_to_cid
1127345,A89,CID-10 Z440,ciap_to_cid
1127388,A97,paciente incluído em um programa de estudo clínico,ciap_to_text
1127397,F81,catarata focal congênita,ciap_to_text
1127426,D81,anomalia congênita da parte inferior do tubo digestivo,ciap_to_text
1127455,T99,fístula tireoidiana,ciap_to_text
1127562,K73,Malformações congênitas do aparelho circulatório,ciap_to_text
1127564,W99,tentativa de aborto complicada por afibrinogenemia,ciap_to_text
1127601,A94,problema funcional central vital perinatal,ciap_to_text
1127720,L08,dor articular acromioclavicular,ciap_to_text
1127731,P02,reação situacional aguda,ciap_to_text
1127744,K73,problema congênito de comunicação entre a artéria renal e o rim,ciap_to_text
1127769,W99,tentativa de aborto médico complicada por laceração dos órgãos pélvicos,ciap_to_text
1127806,L99,poliartrite juvenil em uma patologia particular,ciap_to_text
1127809,L99,CID-10 M09.8,ciap_to_cid
1127810,L99,CID-10 M098,ciap_to_cid
1127937,X24,X24,ciap_to_text
1127938,X24,CIAP-2 X24,ciap_to_ciap
1127939,U99,hipotonia vesical,ciap_to_text
1127990,X70,leucoplasia sifilítica,ciap_to_text
1128007,D82,distomolar provocando uma sobreposição,ciap_to_text
1128050,D20,D20,ciap_to_text
1128052,R99,cordite,ciap_to_text
1128115,P19,transtorno psíquico ligado a uma substância psicoativa,ciap_to_text
1128136,T89,angiopatia por diabetes insulino-dependente,ciap_to_text
1128143,X85,ulceração do colo uterino,ciap_to_text
1128156,W84,"desproporção mista, materna e fetal",ciap_to_text
1128211,Y99,bubão virulento,ciap_to_text
1128282,A90,anomalia hematológica congênita,ciap_to_text
1128285,A90,CID-10 Q89.8,ciap_to_cid
1128286,A90,CID-10 Q898,ciap_to_cid
1128319,A90,cromossomo sexual acessório com fenótipo masculino,ciap_to_text
1128356,K73,transposição dos vasos de origem congênita,ciap_to_text
1128381,H02,audição ruim,ciap_to_text
1128390,B81,anemia addisoniana,ciap_to_text
1128399,X83,cisto embrionário do colo uterino,ciap_to_text
1128414,D82,cisto epidérmico dos tecidos moles da boca,ciap_to_text
1128457,L99,malformação adquirida do pescoço,ciap_to_text
1128588,Y14,preocupação com a contracepção masculina,ciap_to_text
1128591,Y14,CID-10 Z30.9,ciap_to_cid
1128592,Y14,CID-10 Z309,ciap_to_cid
1128599,N92,síndrome das dores paroxísticas do rosto,ciap_to_text
1128610,S79,melanoma in situ da região glútea,ciap_to_text
1128623,Y04,transtorno ligado ao pênis,ciap_to_text
1128681,A78,doença do sono africana,ciap_to_text
1128838,L70,artrite no decurso de uma dracontíase,ciap_to_text
1128867,S18,ferida aberta ao nível do baixo-ventre,ciap_to_text
1128914,L85,cifose postural,ciap_to_text
1128917,L85,CID-10 M40.0,ciap_to_cid
1128918,L85,CID-10 M400,ciap_to_cid
1128927,K73,comunicação interventricular congênita,ciap_to_text
1128952,Y99,afecção do mamilo,ciap_to_text
1129032,D82,hipoplasia da mandíbula,ciap_to_text
1129075,S16,hematoma superficial da região inguinal,ciap_to_text
1129136,A84,necrólise por superdosagem medicamentosa ou administração incorreta de um produto,ciap_to_text
1129171,A87,cefaléia secundária a uma punção lombar,ciap_to_text
1129234,-35,dosagem de dopamina urinária,ciap_to_text
1129241,L82,hipoplasia congênita radiocubital,ciap_to_text
