query,count
Sequela paralisia infantil,1
dor abdominal gestante,1
neoplasia próstata ,1
Dermatoscopia,1
L20 Dermatite atópica,1
abortamentos prévios,1
W03,1
MIOIMA,1
adoecimento de familiares,1
intoxicação vitamina D,1
rotura cotovelo,1
pinta na pele,1
disturbio condução,1
Micose,1
dor membro,1
resultao,1
arranhadura,1
reação vaginal,1
Queimadura membro inferior,1
tumor localizado na pele,1
investig,1
mal estar geral,1
r102,1
sinais e sintomas no ouvido,1
Atividade fisica,1
disco inter,1
olho corpo estranho,1
dor no cotevelo,1
dor em panturriilha,1
machucado,1
orientação sobre gestação,1
fascite,1
tensão muscular,1
disfunção atm,1
costocondrite,1
panico,1
questões sobre,1
Colelitiase,1
uso de substâncias ilícitas,1
ulcera diabetes,1
Deseja anticoncepcional,1
ABSCESSO,1
vomito gestação,1
ronco nasal,1
W19,1
HEMOCROMATOSE,1
prótese de membro,1
adoecimento de famialiar,1
cefalleia,1
timidez,1
sinais ,1
rachadura pé,1
qwerqwerq,1
Relatoruo medico,1
EFEITO ADVERSO,1
ressecamento nasal,1
pai com autismo,1
schmorl,1
perfuraçao de timpano,1
atraso na altura,1
inchaço dos gânglios cervicais,1
sorologias,1
Nariz entupido,1
COCEIRA,1
confusao mental,1
DESGASTE DISCO VERTEBRAL,1
Trauma pe,1
atendimento de saúde,1
medicina do trabalho,1
Edema pálpebra,1
"D73 Gastroenterite, presumível infecção",1
irritação nos olhos,1
dificuldade na fala,1
medo parasita,1
ruptura do menisco,1
Colesterol alto,1
caeblo,1
renovacao de receita,1
tem pressao alta,1
"dor no pe, ansiedade",1
periostite,1
Z292,1
"tosse e febre, dispneia",1
gesso,1
dor panturilha,1
picada inseto,1
CANDIDIASE,1
sinais sintomas da perna,1
falar alto,1
lesao em pe´,1
micoplasma,1
VEGANO,1
CID M65 Sinovite e tenossinovite,1
alergia alimentar,1
dsngt,1
TRIGLICERIDES ALTO,1
sistema urinario,1
Secreção vaginal,1
R78,1
crise de anciedade,1
medicina preventica,1
falta de atividade física,1
doces,1
URINA,1
OTITE EXTERNA,1
artery occlusion,1
miopatia não especificada,1
sibilos,1
urinários,1
pós-operatório,1
desejo por terapia,1
incontinência gestação,1
gravidez inesperada,1
Edema pálpebras,1
Transtorno não especificado da identidade sexual,1
trabalho de parto prematuro,1
caroço no palato,1
alta,1
Filho usando drogas,1
bariatrica,1
lesao de pele ,1
medo de gra,1
CID J45 Asma,1
Anticoncepção,1
líbido,1
urin,1
medo infarto,1
Sinais e sintomas do pé,1
alterações de humor,1
doença falciforme,1
liberação,1
nadulo mama,1
acidente cerebrovascular isquêmico,1
-64,1
cicatriz pele,1
lesão cutânea localizad,1
TRAUMA NA MÃO,1
hipertensão gestação,1
Cãibras ,1
disgerminoma,1
miofascial,1
asfixia,1
dor em ombro ,1
Procrastinação,1
vermelhid,1
urgencia urinaria,1
cefaleia secundária,1
cancer basocelular,1
cito sinovial,1
rim policistico,1
aumento frequencia urinaria,1
EDEMA,1
ALOPECIA ANDROGENETICA,1
Verminose,1
H13,1
efeito e medicação,1
embriagues,1
L14,1
vagina fétida,1
queda propria altura,1
dor por trauma,1
calores,1
Andiedade,1
Tristeza,1
doença de graves hipertiroidismo,1
GRIPE,1
dor fantasma,1
trichomonas,1
Afta,1
medo de doença sexualmente transmissivel,1
Renovação de medicação,1
mancha hipercromi,1
alteração na axila,1
bolinhas axila,1
sinais em perna,1
alteraçao de glicose,1
entupido,1
DESEJO DE MATERNIDADE,1
sangramento umbilical,1
Bariátrica  ,1
tdha,1
ispesia,1
pós covid,1
dor margarida,1
estiramento muscular,1
conflitos relação,1
dolor abdominale,1
hernia abdominal,1
e04,1
COLICA,1
risco de gravidez,1
reabilitação,1
dor na pele,1
empachamento ,1
dificuldade para se alimentar,1
irritação na pele,1
"p99, d10, p06",1
CID E78 Distúrbios do metabolismo de lipoproteínas e outras lipidemias,1
DISPAREUNIA,1
episodio depressivo grave,1
Aumento da glicemia,1
infeccao por coronavirus,1
"febre, tosse, dispneia",1
preocupação saúde,1
dor na articulação,1
afastado do trabalho,1
paralisia facial,1
Graves,1
desfiladeiro torácico,1
aniconcepcional,1
dor torácica após queda,1
a50,1
sinais do pé,1
perimetro cefalico,1
Sarcopenia,1
pisicológicos,1
policístico,1
ruptura do baço por malária de  Plasmodium vivax,1
fERE,1
Reabilitação ,1
vasomotores,1
avc isquêmico,1
lesão pé,1
ulcera péptica,1
atividade,1
afastamento prolongado,1
alterações urinarias,1
renovação de pedidos de exames,1
dOR no peito,1
z296,1
pólipo vesícula\,1
Cabeça,1
ptiríase,1
saturação,1
"CID F310 Transtorno afetivo bipolar, episódio atual hipomaníaco",1
sindrome cromossomica,1
dor na vulva,1
Parotitide,1
Toc,1
relaçao familiar,1
infecção vias aéreas,1
A54,1
S82,1
3339,1
aconselhamento ,1
Ferida crônica ,1
dor GENERALIZADA,1
distensão muscular,1
arnolds,1
nodulo na mama,1
Pedra na vesicula,1
consulta médica,1
interação ,1
assadura na pele,1
alucinações,1
artrose de omrbo,1
resultado exames,1
sequela erro medico,1
amenoreia,1
F44,1
febre sem sinais a esclarecer,1
sepse neonatal,1
alteração de rotina diária,1
disfunção articulação temporo-mandibular,1
nao cmopareceu,1
sibilancia,1
Gastroenterite,1
l20,1
coceira vagina,1
trocar pedido,1
hematúria induzida por exercício,1
medo de doenca cardiaca,1
adrenal,1
Ear,1
seborréia,1
dor no tendão,1
bebe choroso,1
douleur abdominale,1
Golfo,1
transtorno de adaptação,1
Ortolani ,1
exame rrastrio,1
concentração ,1
dedão,1
Pedra no rim,1
Visão turva,1
cancidiase,1
epistaxis,1
- ferida no pênis,1
INTOLERANCIAS ALIMENTARES,1
dermatite leve,1
dor irradiada para a perna,1
pubica,1
tumor pele,1
gato,1
pertubação do sono,1
Lombialgia,1
HERNIA ,1
dor no cotovelo,1
polipos no colon,1
sangramento menstrual aumentado,1
sop,1
dor na escapula,1
DOR LOMBAR,1
estresse pós traumático,1
RESULTADO DE CITOPATOLÓGICO,1
pólipo no útero,1
Importância do consumo da mídia estando em movimento,1
cutícula da unha,1
luxação,1
ma oclusao de arcada dentária,1
conflito com filhos,1
nódulo na mama,1
alteração no fluxo menstrual,1
cidm22.2,1
má aderência a tratamento,1
Parestesia no pé,1
capsulite adesiva do ombro,1
rastreio de cancer,1
CONSTIPAÇÃO,1
alteração endocrina,1
Nefrotica ,1
coluria,1
relatório de saúde mental,1
dificuldade de urinar,1
tendinite do pé,1
entorse em tornozelo,1
avaliação de exames,1
vacinal,1
n04,1
colica MENSTRUAL,1
desmame medicamento ,1
"L15,",1
alterações de cor na pele,1
CID S860 Traumatismo do tendão de Aquiles,1
comportamento da criança,1
Malformação congênita do nariz,1
retorno consulta,1
probleeeyma comm marido,1
FERIDA,1
cera no ouvido,1
criança inapetente,1
foot,1
Malformação arteriovenosa dos vasos cerebrais,1
Torção,1
colonoscopia,1
manchas de pele,1
deiscência da sutura cirúrgica,1
Alteração da textura da pele,1
bullyinh,1
arbovírus,1
medo doença urinária,1
Neurótica,1
Dor em Perna Esquerda,1
DISFORIA PRÉ MENSTRUAL,1
F71,1
MASTALGIA,1
má adesão ao tratamento,1
sinais,1
Sífilis,1
rastreamento cancer de colo utero,1
cisto ovário,1
perda líquido gestação,1
parkinsonismo,1
"tosse, febre e dor de barriga, doença de kawasaki",1
hematúria microscópica,1
úlcera péptica,1
linfangite,1
ENCERRAMENTO DE PRÉ NATAL,1
mas estar,1
autoestima,1
mancha na pe5na,1
retenção de líquido,1
sindrome do tunel do carpo,1
Demanda Administrativa,1
EPIGASTRALGIA,1
forame,1
uretro,1
dor de barrigas,1
síndrome de Cockett ,1
cisto no punho,1
bolinhas,1
pancreas,1
Teste rápido sifiles,1
anti-fosfolipide,1
cisto na pele,1
blues puerperal,1
CID M242 Transtornos de ligamentos,1
inflamação na pele,1
mancha no rosto,1
sintomas vasomotores,1
sinais e sintomas dos labios,1
pessoa trans,1
febre coriza,1
cid dor testicular,1
Vaginose,1
sangramento gestante,1
abcessos,1
ITU,1
exame admissional,1
s96,1
ACROCORDON,1
S07,1
Formigamento no braço,1
fala incompreensível,1
dor abdominal localizadd,1
educaçao,1
líquen simples crônico,1
medo de avc,1
CID D500 Anemia por deficiência de ferro secundária à perda de sangue (crônica),1
ardor para urinar,1
histórico de angioplastia,1
tab,1
sacro,1
fatores de risco,1
inquietação,1
sexualmente trans,1
doenças da retina,1
Câncer de tireoide ,1
aná,1
Transtorno venoso não especificado,1
pré-operatória,1
refração ,1
Insonia,1
nodulo da tireoide,1
 pedidos de exames,1
PÓLIPO,1
lesaõ me pele,1
W02,1
diminui,1
Soluçar,1
COLESTEROL,1
P11,1
Olheira,1
tendinopatia do supraespinhal,1
Dor parede toracica,1
uso da tecnologia,1
Dir em fossa Ilíaca Direita,1
runheira,1
Edema,1
y99,1
h540,1
inflamação no dedo,1
homem trans,1
Roncos,1
dedos do pé ,1
ANQUILOGLOSSIA,1
"a98, a99, a45",1
ulcera aftosa,1
aumento de frequencia cardiaca,1
procedimentos,1
colica menstruaal,1
Nocturia,1
tauma,1
pedido de exame,1
reeducação alimentar,1
neuralgia,1
deficiencia de vitaminas,1
MÃOS,1
FERIMENTO NO ANTEBRAÇO,1
acromegali,1
 **Medo de doença cardiovascular**,1
moto,1
bolsa,1
alteração ciclo menstrual,1
Emissão de prescrição,1
-32,1
behcet,1
Atopica,1
tentativa suicidio,1
r229,1
BIOIMPEDÂNCIA,1
Oftalmo,1
linfonbodos,1
Erecao,1
exame de próstata alterado,1
neoplasia da mama,1
tendinite crônica,1
alergua,1
pressão arterial baixa,1
inchaço em lábio,1
contraindicação,1
ALTERAÇÃO DE EXAME,1
alteração exma,1
meniscopatia,1
NEFROLITIASE,1
risco para doença,1
z,1
dor emcoluna,1
Acamado ,1
concepção ,1
CID M544 Lumbago com ciática,1
urina escura,1
vulva eczema,1
criptoorquidia,1
M950,1
filho com abuso de drogas,1
- encaminhamento para neurologista,1
comportamento ado,1
Digestivo,1
adenoma de hipófise,1
avaliação auditiva,1
neuropatia do ramo sensitivo medial do halux esquerdo.,1
dor de barrrigaa,1
d25,1
arranha,1
FONTANELA,1
problema digestivo,1
rastreamento  resultado,1
P44,1
histórico familiar de câncer de próstata,1
Saos ,1
x82,1
lapso de memoria,1
eritema olhos,1
dor no p~e,1
iniciar tratamento,1
FASCITE,1
sinais e sintomas na orelha,1
aprendizagem,1
secreç~~ao,1
arritmia cardiaca,1
dificuldade de aprendizado,1
dor no epscoço,1
corte pequeno em dedo,1
renovação ,1
musculatura,1
aderencia,1
tosse ,1
rotura ligamento tornozelo,1
secreção aanal,1
parotida,1
problemas com filho,1
caimbras,1
CRADICARDIA,1
sangue em fezes,1
ruptura tendao,1
lente de conato,1
hipertriglicerides,1
Gastrura,1
INSERÇÃO IMPLANON,1
autismo atípico,1
sintomas e sintomas psicológicos,1
edema em membros inferiores,1
rotina pediatria,1
infecção sexual medo,1
fasciíte,1
deficiencia de vitaminas pos bariatrica,1
Citopatol,1
atras da cabeça,1
sintoma abdominal,1
nódulo em mama,1
pterigeo,1
excesso,1
pneumoani,1
Não entende o que escuta,1
Visão,1
trauma em joelho,1
coração batendo forte,1
hematoma pele,1
lesoes,1
trauma em pe,1
agorafobia,1
Orientação doença sexualmente transmissíveis,1
Medo de doença grave,1
"transtorno bipolar, etilismo",1
alimen,1
ereção,1
ultrassom,1
exame rastreio,1
BROMIDROSE,1
F02,1
falta de vontade,1
sangramento ano-retal,1
nutriçao,1
SECREÇÃO VAGINAL,1
SANGRAMENTO,1
d27,1
policisticos,1
"Febre, tosse e dispneia",1
polaciuria,1
hiporexia,1
afogamento,1
complicação de sutura,1
ex,1
prevenção,1
auto extermíniuo,1
formula lactea,1
vdrl,1
iliopsoas,1
problemas no olho,1
mestruação irregular,1
cancer de figado,1
sensação de desmaio,1
ferimento pé,1
aftas,1
preocupação criança,1
p29 e p80,1
s85,1
infecção urinária recorrnte,1
expulsão diu,1
ALIMENTA,1
DOR NA COLUNA,1
preocupação com doença,1
Hipertensão essencial (primária),1
monitoramento de tratamento,1
Dermatologista,1
desconfroto,1
dor de estomago,1
pré-eclampsia,1
debilidade,1
r11,1
infeccao via area superior,1
ance,1
Giardiase,1
Enxqueca,1
maxilar,1
"p15, p17, p19",1
Rn,1
dispaurenia,1
pé/,1
Oxiurus ,1
banda ástrica,1
Ptiríase versicolor,1
w89,1
Rinite alérgica não especificada,1
torção no tornozelo,1
cancer de prostata,1
perda,1
"tosse, febre, dispneia",1
distorcao visao,1
glicemia descompensada,1
nódulo em pe,1
b16,1
DISTURBIO ATM,1
L81 Outros transtornos de pigmentação,1
perfuração intestinal,1
queimadura por frio,1
administrattivo,1
violencia na família,1
G473 Apnéia de sono,1
cisto mucinoso,1
liquen escleroso ,1
pedra na vesícula biliar,1
perda auditiva neurossensorial,1
FIBROMA,1
dor no peito muscular,1
peso baixo,1
saude sexual,1
mamografia,1
pedra vesicula biliar,1
FREIO LINGUAL,1
problema alimentar,1
medo de apendicite,1
AVALIAÇÃO DE RESULTADO DE EXAME,1
dor em braços,1
AVC em janeiro com alta 6 de fevereiro.,1
troca de receita,1
hiperplasia endometrio,1
nodulo no punho,1
DOR NAS COSTAS,1
glicose alta,1
CID N84,1
 Wolff-Parkinson-White,1
membros,1
comportamento agitado,1
estilo de vida,1
picos hipertensivos,1
Nevo,1
leucocitose,1
vesículas na pele,1
pós cirurgia,1
Cronograma,1
ulcera duodenal,1
Pele ressecada,1
convulsão febril,1
laring,1
avaliação genetica,1
malformação congênita coração,1
problema adulto,1
urina alaranjada,1
Lúpus,1
mucosa,1
cisto no rim,1
Dor coração,1
dificuldade para enxergar,1
cisto de ovario,1
DÚVIDA DE SAPUDE,1
"anemia, fadiga",1
Concentração ,1
ancied,1
canela,1
versiclor,1
Colite,1
mancha de pele,1
Cálculo na vesícula ,1
dor abdominal bem localizada,1
ferida no pe,1
doenças de pele,1
hemorragia conjuntival,1
dificuldade vis,1
Magenschmerzen,1
ESTRES,1
rotina ginecológica,1
avaliação de risco cirurgico ,1
Cravo infectado,1
ocu,1
candidiase vaginal,1
cisto hepatico,1
"dor em mama, ovario policistico",1
Outro seguimento cirúrgico especificado,1
hernia hiato,1
tratamento oncologico,1
amamentacao,1
abuso psicologico,1
muco nasal,1
silicone,1
l83,1
CID R10,1
Pré-diabética ,1
prótese no estômago,1
pubis,1
couro ,1
pre eclampsia,1
Pelvica,1
Vacinal,1
Coriza nasal,1
fragilidade,1
E790,1
Rotura ligamentar,1
F73,1
Autismo adulto,1
joelho valgo,1
historia familia de hemocromatose,1
a23 infecção,1
secreção em seio,1
sensação de dor no peito,1
problema com marido ,1
triglicerideos altos,1
fumo,1
choque elétricop,1
dormir,1
aptidão física,1
lipossarcom,1
uso de muitos medicamentos,1
Odinofagia,1
dor abdominal na gestação,1
lesão na língua,1
fratura de coluna,1
mancha na perna,1
ÓCULOS,1
ciclo menstrual,1
menstruação escassa,1
SINTOMAS DOS PÉS,1
azia gestante,1
z01,1
Diabete,1
apendicite,1
puerpério ,1
 colite associada a antibiotico,1
infecçao de via area superiores,1
Adenoma,1
fratura processo estiloide do rádio,1
uso frequente medicamento sdfg,1
respiração ofegante,1
suspeita de clamidia,1
colica depois do diu,1
renovar encaminhamento para psicologia,1
cadeirante,1
Renal,1
cardíaco ,1
sinais labios,1
dependencia,1
filho doente,1
diminuição da estatura,1
CID E782 Hiperlipidemia mista,1
insuficiencia venosa periferica,1
dor na panturrilha,1
pensamentos auto,1
BUROCRACIA,1
FLUXO MENSTRUAL,1
leite,1
Sintomas da Gravidez,1
tala,1
depressão poós parto,1
trombose venosa sistema nervoso centrak,1
h.pylori,1
pele do olho,1
medo de hpv,1
receita psiquiátrica,1
obsessivo-compulsivo,1
aumento de ferro no sangue,1
sinais em membros inferiores,1
NERVO,1
gluten,1
gravidez tubária,1
tórax,1
dor na bexiga,1
morte familiar,1
dor na coluna toracica,1
RECEITA,1
extrassístoles ventriculares frequentes,1
Reflexo,1
transito intestinal,1
siringoma,1
tosseaaaaafebre,1
diminuicao de libido,1
testícu,1
Úlcera de pressão,1
barriga ,1
falta de concentração,1
Ejaculação ,1
dor cardiaca,1
Exérese de vereugas,1
Sintomas nasais,1
edema em labio,1
ATM,1
catarro com sangue,1
dislexia e alexi,1
L98,1
alteração em ultrassonografia ,1
intertrigo,1
cid nodulação testiculo,1
cólica recem nascido,1
pólipo intestino intestinal cólon colonico,1
alteraçao exame,1
PROBLEMA CARDIOLÓGICO CONGENITO,1
perna sem repouso,1
X15,1
sensação de objeto no olho,1
sacroiliaca,1
emese,1
aquiles,1
amenorreia ,1
Desidratação,1
Emagrecimento,1
EDEMA DE OLHOS,1
xerose dermica,1
Lesão menisco ,1
exame ginecologic,1
j303,1
dor no glúteo,1
dor em dedos,1
cuidado ,1
cid r104,1
mal formação,1
F15,1
dor em região inguinal,1
inserção implanon,1
j069,1
MANCHAS,1
BIPOLAR,1
Nausea,1
inflamação em sutura,1
picadura de inseto,1
L08,1
acompanhamento de tratamento],1
líquen crônico,1
inflamação na orelha,1
cleptomania,1
dedo machucado,1
retirada,1
"CID C509 Neoplasia maligna da mama, não especificada",1
puerpéri,1
histórico de câncer,1
distúrbio da deglutição,1
iltb,1
ceborreia,1
s12,1
Pólipo na vesícula,1
Testosterona exogena,1
neoplasiamama,1
alteração do sono,1
artrose dedos,1
acuidade visual,1
 febre,1
hiperqueratose palmar,1
me de intolerancia a lactose,1
dor peito caiu,1
mordida de inseto,1
nevo cutâneo,1
Lumbago com ciática,1
contato com doença sexualmente transmissível,1
abortamento prévio,1
escapula,1
desconforto toracico,1
protese mama,1
L77,1
Obstrução nasal,1
Migranea ,1
flatulencia,1
transtorno do sono,1
check-up,1
psoriase articular,1
febre tosse,1
vitamina ,1
expectativa por exames complementares,1
Gostaria de passar com dermatologista,1
J02 Faringite aguda,1
hiperplasia endometrial,1
articulação temporo ,1
microadenoma hipofisario,1
tendinite da rótula,1
odor ,1
A03,1
Queda capilar,1
hérnica incisional,1
Testosterona exógena,1
CONVOCAÇÃO PARA CONSULTA,1
tireoidecotmia total,1
dor atribuída ao coração,1
peito fechando,1
aumento da gliemia,1
sindrome do intestino permeável,1
próstata incerto,1
sinais e sintomas no pescoço,1
perda de ente querido,1
Adenomiose,1
"tosse, febre e dor de barriga",1
fasciíte plantar,1
creatinina,1
presenca implante mamaria,1
deficiencia nutricionalç,1
pele face,1
infeccap via aerea,1
genetica,1
dor crescimento,1
fibrose pulmonar,1
Carta,1
Trombofilia,1
Lombar,1
orofaringe,1
protração,1
CALO ÓSSEO,1
fontanela pequena,1
w81,1
quelite angular,1
orientação sobre uso de medicamento,1
osbtrução nasal,1
a92,1
litíase,1
piercing ,1
cancer ovario,1
eritema pernio,1
osteoporose medo,1
CRIANÇA COMPORTAMENTO ESTRANHO,1
Alergia,1
problema de relacionamento,1
Inchaço,1
z293,1
DOR aguda,1
802 Transtorno receptivo da linguagem,1
p28,1
U04,1
cuidados paliativos,1
varizes de membros inferiores,1
pedra,1
colesterol aumentado,1
artrose em joelho,1
viuva,1
DEISCENCIA FERIDA OPERATÓRIA,1
varies,1
sabor estranho na boca,1
acumulador,1
sudorese noturna,1
j35,1
x99,1
flanco,1
lesão nervo ulnar,1
retropé,1
PARONIQUIA,1
Membros,1
nervos,1
CID E039 Hipotireoidismo não especificad,1
K29,1
polipo uterino,1
lesao em mao,1
sintomas do anus,1
Peyronie,1
esofagite eosinofílica,1
afastamento,1
R10,1
urina noturna,1
r103,1
Boca,1
musculoesquelético,1
sinais e sintomas pés,1
U05,1
uso álcool,1
alteração hormonal,1
diastese de reto abdopminal,1
torac,1
Sarcoidose,1
corda vocal,1
faringoamigdalite,1
transtorno de defict de atenção,1
humor misto,1
pânico,1
episodios depressivos recorrente,1
alteração em radiografia de tórax,1
30,1
p64,1
rótula,1
DISGRAFIA,1
física,1
transtorno,1
why,1
condromalácia,1
atestado atividade física,1
DOR MUSCULAR,1
tratamento capilar,1
sangramento gastrointestinal,1
NÓDULO,1
Renovação de exame,1
dormência nas mãos,1
retirada de diu,1
risco cardiovascular,1
Nunca fumou,1
Migrânea vestibular,1
"tosse, febre, dor de barriga",1
hérnia de disco intervertebral,1
atraso de fala,1
A98a,1
protuberância no abdome,1
Pé diabético ,1
problema z,1
Descanso,1
sngramento nasal,1
sinusite bacteriaa,1
caímbras,1
Osteoartrite,1
exsudato,1
pólipo na vesicula,1
espessamento endometrio,1
Roncar quando está dormindo,1
Alteração na pele,1
videogame,1
preocupação excessiva com a saúde,1
R24,1
d73,1
47,1
iatrogen,1
urina alteraa,1
dor toracica trauma,1
cardioatia congênita,1
PÉ,1
articulações,1
z940,1
nodulo pulmao,1
Preocupação com a aparência,1
 Taquicardia paroxística não especificada,1
memori,1
perda de massa ossea,1
pele no pé,1
DOR ARTICULAR,1
Clamidia,1
acaademia,1
pé valgo,1
 R05,1
colica mentrual,1
reação medicamento,1
sinais e sintomas urinários,1
hemangioma hepático,1
pa alterada,1
distúrbios na fala,1
SONO AUMENTADO,1
sinais e sintomas nos pés,1
Suspeita dengue,1
acidente automobilístico,1
preocupação com a saude,1
histtórico de pancreatite,1
síndrome de Corquett,1
sinais e sintomas relativos a estado emocional,1
RETENÇÃO URINARIA,1
auriculotetrapia,1
B99,1
insuficiência renal,1
manutenção de saúde,1
infec,1
colonosocpia,1
delirium,1
fratura fíbula perna,1
k51,1
Vomito,1
deconforto anal,1
hemangioma figado,1
 Hipertensão pré-existente complicando a gravidez,1
corrimento penis,1
chec,1
esteatohepatite,1
Screening,1
Transtorno de personalidade com instabilidade emocional,1
fobia,1
a81,1
reabili,1
Renovar,1
dor no ombnro,1
MELANOMA,1
i,1
surto raiva,1
paladar na boca,1
cont,1
abscesso submentoneano,1
Síndrome de May-Thurner,1
calculo,1
medo de ist,1
r86,1
alteração na lingua,1
Sarna,1
nuca,1
anemia falciforme,1
sintoma dedo do pé,1
hipotireoidismo ,1
arduria,1
Bartolinite,1
ALTERAÇÃO MARCHA,1
"Tosse, febre e cansaço",1
elevação pressorica,1
retorno,1
pressao arterial alterada,1
SINTOMAS PSICOLOGICOS,1
desvio de rima,1
dISTENSÃO MUSCULAR,1
TUMOR seios nasais,1
obesidadee,1
epilepsia ausência,1
DIMINUIÇÃO DA ACUIDADE VISUAL,1
cardíaco,1
episódio depressivo,1
preferecia,1
sintomas musculares,1
mostrar exames ,1
DEFICIENCIA VITAMINA B12,1
lesão menisco,1
purido vulvar,1
Prevenção ,1
Crime,1
coleta papanixolau,1
Vomitos,1
Candidiase,1
Check,1
baixo peso do bebe,1
pneumologista,1
olho de peixe no pé,1
z295,1
Pre- natal,1
efeito colateral ,1
HIPOTIREOIDISO,1
seios,1
funcao renal,1
complicação procedimento,1
coleta,1
laudo medico,1
dor no polegar direito,1
sangue ,1
exercício,1
alergia à proteína,1
problema com namorado,1
DOR NAS PERNAS,1
diarreia ,1
episódio de mania,1
receita ,1
medo muscular,1
perder peso,1
L28,1
dor inespecífica,1
estenose canal cervical uterino,1
lesoes do ombro,1
Ruptura traumática do ligamento do dedo nas articulações metacarpofalangianas e interfalangianas,1
ruptura ligamento cruzado joelho,1
termoregulação,1
H92,1
traz exames solicitados por médico,1
referencia,1
nariz secreção,1
função limitada,1
revascularização cardiaca,1
deficiência motora por falta de exercícios físicos,1
enzimas hepatica,1
transtorno misto ansioso,1
atençao,1
densitometria ossea,1
"vomito, dor na barriga",1
wolf,1
dor na maridda,1
Dor torácica cardiaca,1
vacina atrasada,1
mãe,1
Prurido,1
artrose em ombro,1
descamação na pele,1
alterações cabelo,1
ulcera por pressão,1
chorosa,1
medo de pressão,1
roséola,1
uvida,1
CID D22 Nevos melanocíticos,1
Úlcera ,1
Deformidade em varo não classificada em outra parte,1
orificio,1
trauma do é,1
neurologico,1
dor em punho\,1
rompimento do ligamento do joelho,1
soluõ,1
desejo por medicamento,1
ferida pele,1
ligamento,1
maconha,1
investigar diagnóstico,1
Consulta de rotina,1
saúde mental infantil ,1
infecção uri,1
"hipotireodismo, dislipidemia",1
sica,1
dor na orelha,1
Proteinúria ,1
articulação temporomandibular,1
Uso de droga,1
depressai,1
trauma queda,1
coceira ânus,1
gotejamento,1
cutânea,1
má alimentação,1
cair,1
uso crônico medicamento,1
tosse produtiva,1
corte em face,1
estomatite,1
queratose actinica,1
solicita exames,1
medicamento natural,1
comportamento de busca de saúde,1
depressãio,1
Carcinoma medular de tireoide,1
valva cardíaca,1
tremor maos,1
"confusão,",1
atendimento,1
CID K076,1
"dor no pé, ansiedade",1
nódulo em punho,1
acrocordão,1
brida,1
problema com maridos,1
Afonia,1
elevação de transaminases,1
prostata comportamento incerto,1
RINS,1
m,1
98,1
disfunção de ATM,1
sinal da pele,1
irc,1
atraso menstruação,1
umbigo saltado,1
dimenorreia,1
dor abdominal ,1
Psicológico,1
medo doença autoimune,1
dificuldades com ansiedade ligada ao trabalho,1
MIOMA,1
epicondilite,1
RESULTADO DE EXMAES,1
rubor face,1
massa pélvica,1
mentais,1
Excisão de verrugas,1
sinais e sintomas do dedo da mão,1
PISADA PRA DENTRO,1
infecçao pele,1
tremor essencal,1
cirurgia cardiaca,1
Nefropatia,1
HERNIA DE DISCO,1
lipideos,1
adesao ao regime terapeutico,1
dor no membro superior,1
sintomas de menopausa,1
w29,1
glaucoma aguda,1
bronocespasmo,1
q90,1
L80 Vitiligo,1
choque septico,1
fúngica,1
febre tosse ,1
34,1
resultado anormal,1
MEDO,1
dor peito bateu,1
disfunção de atm,1
dor gluteo,1
investigação de problema urinario,1
p06,1
prestador,1
problemas com marido,1
huntington,1
síndrome femoropatelar,1
secreção no ouvido,1
Glicemia alta,1
cãibras nas pernas,1
tOSSE,1
exame da mama,1
Doença de Crohn,1
saude mulher,1
ARRITMIA,1
angramento retal ,1
Acidente automobilístico,1
-36,1
CID D50 Anemia por deficiência de ferro,1
h29,1
Miofascial,1
dor no femur,1
choque elétrico,1
doença causada pelo movimento,1
nodulo da mama,1
fratura pé talux,1
Outros cistos de bolsa sinovia,1
psoríase articular,1
dOR peito coração,1
proctologista,1
Doença renal cronica,1
DOR DEDO DO PÉ,1
quero encaminhamento para penumologista,1
Transtornos femuropatelares,1
calvice,1
sinusite viral,1
CID L818/7 Outros transtornos especificados da pigmentação / Melanose Solar,1
sofrimento por diagnostico,1
dro abd,1
ovarios,1
hipermetropia,1
insuficiência respiratória aguda,1
deseja gestar,1
Perda auditiva,1
dor em cicatriz cirurgica,1
amigdalite crônica,1
dor de barriga e diarreia,1
não estar gravida,1
EPILEPSIA,1
síndrome de cockett,1
tecnologia,1
doenças sexual,1
C,1
pré operatorio,1
TRIGLICERIDES,1
adenoma ,1
mancha hipocromica,1
hiperemia genital na criança,1
alteração concentração,1
Não entende a fala,1
sedentaris,1
mama feminina,1
enfisema pulmonar,1
les!,1
Pedra na cesicula,1
Labilidade,1
A92,1
alteração eletrocardiograma,1
HAS ,1
reumatologicas,1
hepatitetpm,1
dúvidas sobre gravidez,1
i450,1
-42,1
Dor miofasciak,1
333,1
dispositivo intrauterino,1
dor mão,1
quedas,1
dor no testículo,1
Sinais/sintomas vagina,1
amamentar,1
ganho de peso infantil,1
afta na lingua,1
afecções respiratórias,1
coceira no olho,1
CID K58 Síndrome do cólon irritável,1
prurido em virilha,1
fibroma,1
ansiendade,1
H,1
INCONTINENCIA URINARIA,1
pélvico,1
diarrei,1
Fluxo menstrual,1
tosseaaafebre,1
diabetes gestaciona,1
musculoesque,1
LESAO DE PELE,1
conflito com a gestação,1
Exame prevebtivo,1
sofrimento por diagnostico HIV,1
medo de neoplasia,1
P24,1
dor na nádega,1
pós-aborto,1
