,query,concluded,relevant_results
3726,fratura patela,False,
3727,dor nos pes,False,
3728,OFTALMOLOGISTA,False,
3729,e040,False,
3730,seletividade alimentar,False,
3731,fertilização,False,
3732,colica ,False,
3733,hipertrofia conchas nasais,False,
3734,doença de graves,False,
3735,-60,False,
3736,dificuldade de ganho de peso,False,
3737,eritema,False,
3738,Descanso,False,
3739,eliminação,False,
3740,dispositivo intra-uterino,False,
3741,reto,False,
3742,b12,False,
3743,abscesso no gluteo,False,
3744,exame físico ,False,
3745,m,False,
3746,Anticoncepcional,False,
3747,prego,False,
3748,ganglio,False,
3749,sangramento menstrual,False,
3750,desenvolvimento,False,
3751,cancer de maam,False,
3752,OVARIO,False,
3753,sutura,False,
3754, R05 CID,False,
3755,sangramento,False,
3756,Migranea vestibular,False,
3757,sangue urina,False,
3758,t82,False,
3759,dor após acidente,False,
3760,auto cuidado,False,
3761,atraso de fala,False,
3762,termor,False,
3763,imagem,False,
3764,Ferida ,False,
3765,HIPERATIVIDADE,False,
3766,cough,False,
3767,incômodo no ombro,False,
3768,Bacteriuria assintomática ,False,
3769,medo de calvicie,False,
3770,alietamento,False,
3771,INFECÇÃO PELE,False,
3772,irc,False,
3773,dependecia em pornografia,False,
3774,medicamento em uso,False,
3775,psicoterapia,False,
3776,depressao recorrente,False,
3777,mama,False,
3778,Não entende a fala,False,
3779,medo endometriose,False,
3780,Ginecologista,False,
3781,Vasectomia,False,
3782,hanseniase,False,
3783,uso de maconha,False,
3784,postura,False,
3785,ulcera arterial,False,
3786,fratura de coluna,False,
3787,pneumonia,False,
3788,alteração em ultrassonografia renal,False,
3789,epistaxis,False,
3790,Solidão ,False,
3791,sangramento excessivo,False,
3792,vulva,False,
3793,QUERVAIN,False,
3794,bolhas no pe,False,
3795,dor em cotovelo,False,
3796,manchas na pele,False,
3797,sintoma abdominal,False,
3798,queima com ata,False,
3799,sangramento intermenstrual,False,
3800,erupção cut,False,
3801,Artrose de quadril,False,
3802, Presença de óculos e de lentes de contato,False,
3803,i456,False,
3804,auriculo,False,
3805,CID I83 Varizes dos membros inferiores,False,
3806,Sintomas homem,False,
3807,bi rads 3,False,
3808,acromegalia,False,
3809,incontinência gestação,False,
3810,síndrome reye,False,
3811,EXAME,False,
3812,alto risco cardiovascular,False,
3813,perimetro cefalico,False,
3814,retrolistese,False,
3815,L18,False,
3816,dependência,False,
3817,rinorreia,False,
3818,Desfralde,False,
3819,D02,False,
3820,BORDERLINE,False,
3821,dor em punho ,False,
3822,reprodução,False,
3823,sensação de alteração da realidade,False,
3824,autismo,False,
3825,perda de urina,False,
3826,frio,False,
3827,dor no olho,False,
3828,cognição ,False,
3829,gordura no figado,False,
3830,complicação de prótese de quadril,False,
3831,dermatite ,False,
3832,mao,False,
3833,Síndrome de May-Thurner,False,
3834,Conflito familiar,False,
3835,trombose ,False,
3836,s21,False,
3837,CID K58 Síndrome do cólon irritável,False,
3838,sinais labios,False,
3839,sangramento penis,False,
3840,ausencia de atividade física,False,
3841,Saúde ,False,
3842,palidez,False,
3843,atendimento atenção,False,
3844,w18,False,
3845,emse,False,
3846,cranio,False,
3847,cutânea,False,
3848,sinais e sintomas relativos a estado emocional,False,
3849,Lavagem ouvido,False,
3850,dificuldade na fala,False,
3851,sintoma dedo do pé,False,
3852,p81,False,
3853,dor escroto,False,
3854,joelho,False,
3855,dor membro,False,
3856,sua,False,
3857,lesao de pele ,False,
3858,doença do refluxo,False,
3859,rigidez dedo pé,False,
3860,fratura hálux,False,
3861,doença ginecológica,False,
3862,ordeolo,False,
3863,-43,False,
3864,dor crônica,False,
3865,intoxicação vitamina D,False,
3866,arritmia,False,
3867,renovação de prescrição saúde mental,False,
3868,acromegali,False,
3869,retirada de diu,False,
3870,oio ta meio vermelho,False,
3871,Check,False,
3872,HEPATITE B,False,
3873,Pe,False,
3874,menarca,False,
3875,linfonodomegalia,False,
3876,surdez,False,
3877,Dor de Cabeça ,False,
3878,neoplasia maligna colon,False,
3879,obsessivo,False,
3880,DOR NO DEDO,False,
3881,a01,False,
3882,Cicatrização,False,
3883,dor fantasma,False,
3884,fotofobia,False,
3885,sintomas anais,False,
3886,laudo medico,False,
3887,hordéolo,False,
3888,urina alaranjada,False,
3889,gânglio,False,
3890,medo de doença gineco,False,
3891,Micose,False,
3892,dor em braço,False,
3893,prurido virilha,False,
3894,transtorno de humor,False,
3895,sofrimento psiquico ,False,
3896,Acamado ,False,
3897,emocional ,False,
3898,luto ,False,
3899,sinais e sintomas na orelha,False,
3900,dor em região anal,False,
3901,Dermatoscopia,False,
3902,Atraso na fala,False,
3903,p27,False,
3904,cegueira,False,
3905,disfunção temporomandibular,False,
3906,R83,False,
3907,Cólica,False,
3908,perda força braço,False,
3909,d13,False,
3910,exercicio fisico,False,
3911,Visual,False,
3912,dificuldade para andar,False,
3913,historia familiar,False,
3914,alteração ciclo menstrual,False,
3915,desconforto,False,
3916,sinais pênis,False,
3917,dor no pé,False,
3918,alteração visual,False,
3919,orientação sobre gestação,False,
3920,espasmo na p[alpebra,False,
3921,"tosse, febre e dor de barriga, doença de kawasaki",False,
3922,eficaz,False,
3923,alterações de cor na pele,False,
3924,Queda de cabelo,False,
3925,descarga mamilar,False,
3926,Exame da pele,False,
3927,queimação estomgao,False,
3928,"CID F310 Transtorno afetivo bipolar, episódio atual hipomaníaco",False,
3929,hepatite c,False,
3930,fasciite plantar,False,
3931,dispositivo intrauterino,False,
3932,b16,False,
3933,fibriomialgia,False,
3934,R21,False,
3935,estalos na patela,False,
3936,ESTRESSES POS TRAUMATICA,False,
3937,tOSSE,False,
3938,behcet,False,
3939,dor costels,False,
3940,"tosse, febre e diarreia",False,
3941,CID R790 Anormalidade do nível de elementos minerais no sangue,False,
3942,sentir-se,False,
3943,hiperemia na pele,False,
3944,preocupação com saude,False,
3945,protuberância no abdome,False,
3946,remedio fez mal,False,
3947,s83.0,False,
3948,a62,False,
3949,dor na bexiga,False,
3950,runheira,False,
3951,h.pylori,False,
3952,EDEMA,False,
3953,carta de outro prestador,False,
3954,PUERPÉRIO,False,
3955,polipos no colon,False,
3956,exame de vista,False,
3957,suíc,False,
3958,CID I84 Hemorróidas,False,
3959,I653,False,
3960,dor no glúteo,False,
3961,dor no antebraço,False,
3962,movimentação fetal,False,
3963,inalação ,False,
3964,pedra na vesicula,False,
3965,hipogonadismo,False,
3966,"L15,",False,
3967,lavagem de ouvido,False,
3968,dOR RESPIRAÇÃO,False,
3969,Atraso de desenvolvimento ,False,
3970,tendinopatia do ombro,False,
3971,fratura nariz,False,
3972,rastreamento câncer de mama,False,
3973,nodulo mama,False,
3974,Dor em relação sexual,False,
3975,I635,False,
3976,adversa,False,
3977,hiperplasia prostatica benigna,False,
3978,microadenoma de hipófise,False,
3979,hipertrofia de adenoides,False,
3980,hiperbilirrubinemia neonatal,False,
3981,pele seca,False,
3982,corpo estranho intestino,False,
3983,inflemação sutura,False,
3984,alcool,False,
3985,micose pele,False,
3986,h01,False,
3987,hipertensão na gestação,False,
3988,reumatismo,False,
3989,apneia obstrutiva,False,
3990,pélvico,False,
3991,tremor essencal,False,
3992,check up de saude,False,
3993,EPILEPSIA,False,
3994,Ostomia,False,
3995,tristez,False,
3996,sintomas gastrointestinais,False,
3997,Rinite,False,
3998,suicidio,False,
3999,Prescrição ,False,
4000,A09,False,
4001,R41,False,
4002,A05,False,
4003,cid e78,False,
4004,doenças orificiais,False,
4005,deficit de atencao,False,
4006,Nariz entupido,False,
4007,dor,False,
4008,drogas,False,
4009,exercicio fisico intenso,False,
4010,hiperacusia,False,
4011,prótese,False,
4012,dor em testiculo,False,
4013,Perda auditiva,False,
4014,bRADICARDIA,False,
4015,Antibiotico,False,
4016,X04,False,
4017,sintomas  dos olhos,False,
4018,i635,False,
4019,l04,False,
4020,peso aumentado],False,
4021,Gênero,False,
4022,IC,False,
4023,filho trans,False,
4024,diminui,False,
4025,dores generalizadas,False,
4026,urgência ,False,
4027,Renal crônica ,False,
4028,Procrastinar,False,
4029,sangue na urina,False,
4030,cisto na pele,False,
4031,torção,False,
4032,costela,False,
4033,formigamneto,False,
4034,lesão cutânea no pênis,False,
4035,g258,False,
4036,mordida,False,
4037,trissomia 21,False,
4038,CID S835 Entorse e distensão envolvendo ligamento cruzado (anterior) (posterior) do joelho,False,
4039,alteração de prolactina,False,
4040,disfagia,False,
4041,sinais e sintomas nas pernas,False,
4042,perda do marido,False,
4043, trabalho,False,
4044,demanda do profissional,False,
4045,d1,False,
4046,Olho vermelho,False,
4047,Irritabilidade,False,
4048,familiar violento,False,
4049,problema no menisco,False,
4050,d05,False,
4051,dor por trauam,False,
4052,bartolinite,False,
4053,Hipertensão essencial (primária),False,
4054,dificuldade vis,False,
4055,vasos,False,
4056,baixa ingesta de água,False,
4057,conflito com filhos,False,
4058,dor no peito,False,
4059,sensibiidade em regiao anal,False,
4060,deficiencia de vitaminas pos bariatrica,False,
4061,dor na coluna toracica,False,
4062,Screening,False,
4063,risco nutricional,False,
4064,acidente moto,False,
4065,mostrar exames,False,
4066,apendicite,False,
4067,f320,False,
4068,Hipermetropia ,False,
4069,dificuldade em ganhar peso na criança,False,
4070,ovulos,False,
4071,paciente está com dificuldade de fazer o número 2,False,
4072,sangramento uterino primeiro trimestre,False,
4073,problema social,False,
4074,Emissão de prescrição,False,
4075,ulcera na pele,False,
4076,supra-espinhal ,False,
4077,esteato-hepatite,False,
4078,dúvidas hormonais,False,
4079,dor no pe,False,
4080,resultado de exames,False,
4081,irritação pele,False,
4082,hérnia parede abdominal,False,
4083,delirio,False,
4084,Q30,False,
4085,prolactina,False,
4086,dor em ombro,False,
4087,conjuntivite alérgica,False,
4088,tinha,False,
4089,Disartria ,False,
4090,estado mental alterado,False,
4091,perda visão,False,
4092,Nodulo,False,
4093,metrorragia gravides,False,
4094,peito fechando,False,
4095,doença arterial periferica,False,
4096,ferida pele,False,
4097,LIBIDO,False,
4098,respiração oral,False,
4099,sinusorragia,False,
4100,acidente bicicleta,False,
4101,Dor no estomago,False,
4102,ruptura do menisco,False,
4103,polipo colico,False,
4104,-40,False,
4105,dor em aperto,False,
4106,R97,False,
4107,Icc,False,
4108,mastectomia,False,
4109,corpo estranho,False,
4110,neurologico,False,
4111,queratose actínica,False,
4112,celiaca,False,
4113,urin,False,
4114,dor ao fazer o número dois,False,
4115,Osteoartrose do quadril,False,
4116,fimose,False,
4117,costipação,False,
4118,Afonia,False,
4119,colecionismo,False,
4120,p01,False,
4121,dor no ombnro,False,
4122,dor em tornozelo,False,
4123,exame medico,False,
4124,~h18,False,
4125,ultraprocessados,False,
4126,CID K590 Constipação,False,
4127,ARTRITE REUMATOIDE,False,
4128,mãe,False,
4129,Nariz,False,
4130,pressão ,False,
4131,fungo em unha do pé,False,
4132,DOR MUSCULAR,False,
4133,sibilos,False,
4134,gastro,False,
4135,PISADA PRA DENTRO,False,
4136,Pedidos de exame,False,
4137,ferida em unha,False,
4138,Nódulo mamário não especificado,False,
4139,Desejo especialista,False,
4140,disfunção sexual,False,
4141,"tosse, febre, dor de garganta",False,
4142,feminino,False,
4143,cera no ouvido,False,
4144,prostação,False,
4145,limpeza do penis,False,
4146,deiscência da sutura cirúrgica,False,
4147,hipertriglicidemia,False,
4148,medo de demência,False,
4149,asdfasdf,False,
4150,sangue ,False,
4151,Kleinefelter,False,
4152,indigestao,False,
4153,vermelhidão na pele,False,
4154,Dor genital,False,
4155,insuficiencia venosa periferica,False,
4156,S82,False,
4157,Úlcera ,False,
4158,SUDORESE,False,
4159,Vigilância,False,
4160,h27,False,
4161,neuropatia cervicogenica,False,
4162,infecção vias aéreas,False,
4163,gripwe,False,
4164,presenca implante mamaria,False,
4165,quimioterapico,False,
4166,R13,False,
4167,sensação de desmaio,False,
4168,BARIATRICA,False,
4169,Dermatite,False,
4170,doença arterial coronariana,False,
4171,alto risco,False,
4172,dor sacral,False,
4173,ARTROSE,False,
4174,Resfriado,False,
4175,Alergia respiratória,False,
4176,discussão de caso,False,
4177,escapes menstruais,False,
4178,A92,False,
4179,degeneração macular,False,
4180,secura vaginal,False,
4181,amigdalite crônica,False,
4182,sinais pé,False,
4183,DOR NA COXA,False,
4184,hematomas,False,
4185,pós-parto,False,
4186,disfunção temporo mandibular,False,
4187,CID M255 Dor articular,False,
4188,pisada,False,
4189,morte familiar,False,
4190,Tinha,False,
4191,fratura fíbula perna,False,
4192,preventiva,False,
4193,febre reumática,False,
4194,x23,False,
4195,uso de bengala,False,
4196,candidiase,False,
4197,Dor de cabeça,False,
4198,alterações de humor,False,
4199,fator V,False,
4200,AVC em janeiro com alta 6 de fevereiro.,False,
4201,Boca,False,
4202,abnnn,False,
4203,introspectiva,False,
4204,falar alto,False,
4205,EDEMA DE OLHOS,False,
4206,sono,False,
4207,sequela de avc,False,
4208,abuso medicação,False,
4209,endocrinologista,False,
4210,SONO,False,
4211,CID E78 Distúrbios do metabolismo de lipoproteínas e outras lipidemias,False,
4212,fasciíte,False,
4213,esofagite,False,
4214,tdah,False,
4215,má digestão,False,
4216,mandibula,False,
4217,Aftas,False,
4218,resultado de exames normais,False,
4219,hiperatividade,False,
4220,renovação,False,
4221,medo de gravidez,False,
4222,SECREÇÃO ,False,
4223,dor em mama,False,
4224,Sintomas Gripais,False,
4225,dor lombar ,False,
4226,polipo colon,False,
4227,episódio depressivo,False,
4228,  metabolismo Lip,False,
4229,desvio septo,False,
4230,MIOIMA,False,
4231,a23 alimentacao,False,
4232,MASTALGIA,False,
4233,Aumento apetite,False,
4234,sinais/sintomas da pele,False,
4235,toc,False,
4236,SÍFILIS,False,
4237,hiperplasia endometrio,False,
4238,artrite reum,False,
4239,desejo de check-up,False,
4240,dor abdo,False,
4241,sibilância,False,
4242,narina,False,
4243,Trauma,False,
4244,Cefaleia,False,
4245,Teste rápido,False,
4246,x29,False,
4247,hipertensao gestacional,False,
4248,,False,
4249,segurança,False,
4250,avaliaçãp,False,
4251,CORAÇÃO,False,
4252, L70   	Acne,False,
4253,CID E059 Tireotoxicose não especificada,False,
4254,Cronograma,False,
4255,retrope,False,
4256,Vômito,False,
4257,novos,False,
4258,rastreamento,False,
4259,colesterol,False,
4260,Ferimento,False,
4261,coleta do papanicolau,False,
4262,administrativo,False,
4263,MANDÍBULA,False,
4264,peso baixo,False,
4265,sofrimento,False,
4266,sufocamento,False,
4267,troca de receita,False,
4268,a88,False,
4269,bromidrose,False,
4270,malfor,False,
4271,sente se doente,False,
4272,prótese joelho,False,
4273,cutanea,False,
4274,labilidade de humor,False,
4275,A98a,False,
4276,Testando secrets,False,
4277,DEFORMIDADES,False,
4278,dor na nuca,False,
4279,fatores de risco,False,
4280,j302,False,
4281,acuidade auditiva,False,
4282,dor em abdome inferior,False,
4283,trato urinario,False,
4284,CID R10,False,
4285,erisipela,False,
4286,acompanhamento de tratamento],False,
4287,DISPAREUNIA,False,
4288,Finalidade administrativa,False,
4289,dor na mão,False,
4290,policisticos,False,
4291,caibras,False,
4292,problemas alimentares,False,
4293,eritema pernio,False,
4294,Obes,False,
4295,trocar pedido,False,
4296,e04,False,
4297,olhos vermelhor,False,
4298,garganta,False,
4299,CONVOCAÇÃO PARA CONSULTA,False,
4300,bexiga neurogenica,False,
4301,Consulta,False,
4302,galactorreia masculina,False,
4303,CID QUEDA NO ESTADO GERAL,False,
4304,CID L700/3 Acne Vulgar/ Grave,False,
4305,T29,False,
4306,vacinação,False,
4307,rubor face,False,
4308,doença reumatológica,False,
4309,sinais e sintomas pés,False,
4310,dor na panturrilha,False,
4311,eletrocardiograma,False,
4312,crises convulsivas,False,
4313,adenocarcinoma tireoide,False,
4314,degeneração macular relacionada à idade (DMRI),False,
4315,alteração do sono,False,
4316,parotidite,False,
4317,esteato hepatite não,False,
4318,suspeita de gestação,False,
4319,purido vulvar,False,
4320,doença na família,False,
4321,F15,False,
4322,hormonais,False,
4323,dor cirurgia,False,
4324,medo,False,
4325,relação sexual,False,
4326,seio,False,
4327,avaliação pre operatoria,False,
4328,desvio de rima,False,
4329,CONSULTA AGENDADA POR PROFISSIONAL,False,
4330,Respiração,False,
4331,incontinência urinária,False,
4332,cisto renal congênito,False,
4333,diastese,False,
4334, quer fazer sorologias,False,
4335,alterações urinarias,False,
4336,sintomas vaginais,False,
4337,a81,False,
4338,anticoncep,False,
4339,medicamento abuso,False,
4340,Distúrbio do processamento da mensagem,False,
4341,a98+,False,
4342,VISÃO,False,
4343,fadiga crônica,False,
4344,atraso de desenvolvimento,False,
4345,Gestante ,False,
4346,contratura muscular,False,
4347,Sinais e sintomas da pele ,False,
4348,sinais e sintomas dos olhos,False,
4349,polaciúria,False,
4350,dor abdominal ,False,
4351,"tosse, febre, diarreia",False,
4352,uso frequente,False,
4353,incontinência urinaria,False,
4354,cid  Entorses e distensões do tornozelo,False,
4355,SANGRAMENTO UTERINO ANORMAL,False,
4356,efeito após,False,
4357,poliglobulia,False,
4358,anorgasmia,False,
4359,cavum,False,
4360,labirintite,False,
4361,leiomioma,False,
4362,dor gluteo,False,
4363,a77,False,
4364,S19,False,
4365,obstrução nasal],False,
4366,tumor pele,False,
4367,lesão em pé,False,
4368,dor de barrigaaa,False,
4369,fratura de dedo,False,
4370,peito,False,
4371,PAPANICOLAU,False,
4372,lesão de assadura,False,
4373,B84,False,
4374,riniti,False,
4375,Pé ,False,
4376,tosse\,False,
4377,risco ,False,
4378,pai agressor,False,
4379,muco nasal,False,
4380,dor de cabe;a,False,
4381,F73,False,
4382,pensamentos de morte,False,
4383,especialista[,False,
4384,Tosse,False,
4385,figado,False,
4386,n04,False,
4387,hipertireoidismo,False,
4388,PSiquiatr,False,
4389,tentativa de suicidio,False,
4390,memória,False,
4391,-62,False,
4392,Ácido úrico ,False,
4393,P24,False,
4394,Amamentação,False,
4395,Atopica,False,
4396,nodulacao ,False,
4397,resultado,False,
4398,cisto em nervo ciático,False,
4399,Diu,False,
4400,ereção,False,
4401,cancer de pele,False,
4402,Bauchschmerzen,False,
4403,fraqueza em membros inferiores,False,
4404,otite de repetição,False,
4405,Miopia,False,
4406,CARDIO,False,
4407,horde,False,
4408,dor torácica,False,
4409,liberação,False,
4410,Quadril,False,
4411,reação a vacina[,False,
4412,Sintomas urinários cid,False,
4413,"tosse, febre e dor de garganta",False,
4414,dor no testículo,False,
4415,K91,False,
4416,canabidiol,False,
4417,diu,False,
4418,pelo ,False,
4419,herpes simples,False,
4420,HERNIA ,False,
4421,l06,False,
4422,muco respiratorio,False,
4423,w01,False,
4424,Engravidar,False,
4425,ivascistite,False,
4426,presbiopia,False,
4427,escuta qualificada,False,
4428,ca mama,False,
4429,obstrução urinária,False,
4430,sincope,False,
4431,colicas ,False,
4432,dor no dedo,False,
4433,pneumonia ,False,
4434,osbtrução nasal,False,
4435,ronco,False,
4436,IST,False,
4437,renovação de prescrição e saúde mental,False,
4438,agorafobia,False,
4439,abuso psicologico,False,
4440,hematuria ,False,
4441,piriforme,False,
4442,reabili,False,
4443,Genital,False,
4444,Quarentena,False,
4445,formigamento em mãos,False,
4446,manchas de pele,False,
4447,F44,False,
4448,psiquiatrico,False,
4449,referencia,False,
4450,a23 abortamento,False,
4451,p78,False,
4452,doença familiar,False,
4453,Estado da menopausa e do climatério feminino,False,
4454,derrame pleurak,False,
4455,impotencia,False,
4456,atm,False,
4457,reumatolo,False,
4458,QUEIMADURA,False,
4459,infecção uri,False,
4460,dor abdominal hipogastro fossa iliaca,False,
4461,Stevens-johnson,False,
4462,tendinite punho,False,
4463,peso,False,
4464,hipercolesterolemia familiar,False,
4465,alimentar,False,
4466,síndrome de down,False,
4467,sexual,False,
4468,sindromi,False,
4469,J02 Faringite aguda,False,
4470,sinais e sintomas do ombro,False,
4471,auto extermínio,False,
4472,anciosa,False,
4473,dores,False,
4474,ferritina baixa,False,
4475,cisto mamario,False,
4476,secura de pele,False,
4477,angustia,False,
4478,sangramento menstrual aumentado,False,
4479,pós cirurgia gástrica,False,
4480,doenca na familia,False,
4481,pele amarelada,False,
4482,infarto,False,
4483,neoplasia maligna tireoide,False,
4484,massa abdominal,False,
4485,lipossarcoma,False,
4486,viuva,False,
4487,exames de rotina ,False,
4488,vitiligo,False,
4489,batimento,False,
4490,dor na maridda,False,
4491,retocolite,False,
4492,OSSOS,False,
4493,trombose,False,
4494,Lúpus eritomatoso,False,
4495,operatorio,False,
4496,hematúria microscópica,False,
4497,r86.8,False,
4498,iliopsoas,False,
4499,lesão ligamento tornozelo\,False,
4500,transito intestinal,False,
4501,sangramento anal,False,
4502,FERIDA OPERATORIA,False,
4503,ruptura de tendao supraespinhal,False,
4504,S51,False,
4505,avaliação auditiva,False,
4506,d94,False,
4507,sombra no olho,False,
4508,trabalho de parto ,False,
4509,Dor torácica,False,
4510,Lupus,False,
4511,mancha hipercromi,False,
4512,Pré síncope,False,
4513,dor ao fazer o número 2,False,
4514,doença inflamatoria intestinal,False,
4515,pressão elevada,False,
4516,quer fazer check up,False,
4517,flebite e tromboflebite,False,
4518,osteoporose medo,False,
4519,toose,False,
4520,exposição sexual,False,
4521,nodulo de mama,False,
4522,L19,False,
4523,Transtornos mentais e comportamentais devidos ao uso de fumosíndrome de dependência -,False,
4524,pediculose,False,
4525,erução cutanea,False,
4526,psoríase,False,
4527,Esteatose,False,
4528,oxiuriase,False,
4529,nódulo pulmão,False,
4530,j35,False,
4531,dor no punho,False,
4532,Doença de Crohn,False,
4533,Enxqueca,False,
4534,depressai,False,
4535,gotajamento pós-nasal,False,
4536,adenoma hepático,False,
4537,psof,False,
4538,candidiase masculina,False,
4539,acaademia,False,
4540,trauma dedo,False,
4541,"Gostaria de passar com cardiologista, endocrinologista e pediatra",False,
4542,problema adulto,False,
4543,fratura de metatarso,False,
4544,res,False,
4545,oculos,False,
4546,intolerância a lactose,False,
4547,assimetria de membros inferiores,False,
4548,Dor corpo todo,False,
4549,dor no mobro,False,
4550,litiase biliar,False,
4551,cromossomopatia,False,
4552,DEFICIENCIA VITAMINICA,False,
4553,tinha dos pés,False,
4554,Aleitamento materno,False,
4555,prurido em virilha,False,
4556,Doença pelo vírus da imunodeficiência humana [HIV] não especificada,False,
4557,encaminhamento para otorrino,False,
4558,histórico de angioplastia,False,
4559,Nefrotica ,False,
4560,osso,False,
4561,adenoma de hipofise,False,
4562,lkawasaki,False,
4563,reação a vacina,False,
4564,sangramento pós menopausa,False,
4565,dor barriga,False,
4566,evacuação com sangue,False,
4567,Infeccao Pé diabético ,False,
4568,bloqueio de ramo esquerdo],False,
4569,Xyz,False,
4570,gravidez de alto risco,False,
4571,neoplasia maligna dos pulmoes,False,
4572,RECÉM NASCIDO,False,
4573,disidrose,False,
4574,Bariatrica,False,
4575,pressão arterial elevada,False,
4576,exame ginecológico,False,
4577,hemorragia digestiva,False,
4578,pedido de laudo,False,
4579,CORRIMENTO,False,
4580,retina,False,
4581,A81,False,
4582,tontura após medicacao,False,
4583,rachadura na pele,False,
4584,endocrin,False,
4585,Abandono,False,
4586,fratura cotovelo,False,
4587,cervic,False,
4588,-50,False,
4589,rotura cotovelo,False,
4590,rede cr,False,
4591,dsngt,False,
4592,avaliação de risco cirurgico ,False,
4593,mao pe boca,False,
4594,nutricionista,False,
4595,Sem doença,False,
4596,acrocordão,False,
4597,glaucoma,False,
4598,Bauchwéi,False,
4599,alteração na lingua,False,
4600,linfoma,False,
4601,sintomas respiratórios,False,
4602,problema com maridos,False,
4603,vitaminas,False,
4604,sentirse doente,False,
4605,fratura face,False,
4606,espirometria,False,
4607,EXPULSÃO DE DIU,False,
4608,Alergia na pele,False,
4609,D06,False,
4610,hernia inguinal,False,
4611,polipo intestinal,False,
4612,exame médico,False,
4613,Tabagismo,False,
4614,absorvente interno,False,
4615,Oftalmo,False,
4616,trombose venosa,False,
4617,y26,False,
4618,x16,False,
4619,alopecia],False,
4620,engasgo com espinha de peixe,False,
4621,papiloma virus,False,
4622,tourette,False,
4623,alterações couro cabeludo,False,
4624,n82,False,
4625,Dor torácica cardiaca,False,
4626,tenho tireoide,False,
4627,medo de fazer exame,False,
4628,psicológicos,False,
4629,mancha na perna,False,
4630,Cabeça,False,
4631,fratura de rádio distal,False,
4632,RESULTADO DE EXMAES,False,
4633,Pé,False,
4634,insuficiência respiratória aguda,False,
4635,edema ,False,
4636,Sarcopenia,False,
4637,d03,False,
4638,CID E11 Diabetes mellitus não-insulino-dependente,False,
4639,dificuldade de enxergar,False,
4640,preocupação pais,False,
4641,Caxumba,False,
4642,gestação ,False,
4643,A03,False,
4644,distúrbio do metabolismo ou de armazenamento de ferro,False,
4645,Rotura ligamentar,False,
4646,reabilitação,False,
4647,Colostomia,False,
4648,alteração tireoide,False,
4649,Formigamento no braço,False,
4650,auto mutilação,False,
4651,demaio,False,
4652,medo de doença sexualmente transmissivel,False,
4653,Dismenorreia,False,
4654,sinovial,False,
4655,zika,False,
4656,fator de risco retinoblastoma,False,
4657,mamografia,False,
4658,obs,False,
4659,BARRIGA,False,
4660,ultrassonografia,False,
4661,CID K21 Doença de refluxo gastroesofágico,False,
4662,ferida peniana,False,
4663,abn,False,
4664,coriza ,False,
4665,sinal da pele,False,
4666,sono ,False,
4667,fratura de pé,False,
4668,alteração usg tireoide,False,
4669,lesão axila,False,
4670,tendinite da rótula,False,
4671,neoplasia gastrica,False,
4672,f80,False,
4673,j451,False,
4674,saúde mental infantil ,False,
4675,refluxo ,False,
4676,olho embaçado,False,
4677,cirurgia bariatrica,False,
4678,Pre- natal,False,
4679,MENSTRUAÇÃO FREQUENTE,False,
4680,metabolismo,False,
4681,cisto sinovial punho,False,
4682,hematoma subdural,False,
4683,episódio de mania,False,
4684,cefalleia,False,
4685,Ansiedade,False,
4686,crise renal,False,
4687,LOMBALGIA,False,
4688,gravid,False,
4689,peritonite,False,
4690,mancha em face,False,
4691,funcionamento gastrointestinal,False,
4692,Tabagismo gestação ,False,
4693,FEBRE,False,
4694,dor intestinal,False,
4695,erupção,False,
4696,PARESTESIA,False,
4697,pigarro,False,
4698,fertilização in vitro,False,
4699,j350,False,
4700,dor na coluna dorsal,False,
4701,recidiva,False,
4702,Musculares,False,
4703,exame cardiologiso de rotina,False,
4704,Bartho,False,
4705,baixa,False,
4706,d27,False,
4707,infecção intestinal,False,
4708,massa pélvica,False,
4709,vACINA,False,
4710,fratura ulna,False,
4711,abnn,False,
4712,"D73 Gastroenterite, presumível infecção",False,
4713,desvio de septo nasal,False,
4714,tossi,False,
4715,expectativa,False,
4716,ALTERAÇÃO NA PRESSÃO,False,
4717,ANSIEDADE,False,
4718,ejaculção precoce,False,
4719,eletro,False,
4720,dor no peito muscular,False,
4721,ardor ao urinar,False,
4722,l81,False,
4723,EDEMA ,False,
4724,alteração de cor na pele,False,
4725,exame fisico geral,False,
4726,corocinho pelo corpo,False,
4727,impotência sexual,False,
4728,j304,False,
4729,diminuição da estatura,False,
4730,queda propria altura,False,
4731,separação,False,
4732,arritmia cardiaca,False,
4733,calculose,False,
4734,Bolhas ,False,
4735,a26,False,
4736,quemiadura,False,
4737,Seborreica ,False,
4738,Kawasaki ,False,
4739,calázio,False,
4740,Nicole Ribeiro da Silva,False,
4741,Hemorragia retal,False,
4742,manchas hipocromicas ,False,
4743,medo de ter cancer,False,
4744,tropeçar,False,
4745,CID J45 Asma,False,
4746,pós cirurgico,False,
4747,hiperemia genital na criança,False,
4748,hipoglicemia reacional,False,
4749,OUVIDO,False,
4750,irpa,False,
4751,cid r104,False,
4752,perfuracao timpano,False,
4753,Dor na nuca,False,
4754,cardiovascular,False,
4755,historia familiar hipertensao,False,
4756,FASCITE,False,
4757,dor em nuca,False,
4758,episodios depressivos recorrente,False,
4759,plicoma,False,
4760,alteracao exame,False,
4761,violencia,False,
4762,L02,False,
4763,encaminhamento nutricionista,False,
